한글발음,한자,획수,자원오행,뜻,발음오행
령,鴒,16,火,(영)할미새,火
령,囹,8,水,"옥, 감옥",火
례,隷,16,水,"붙을, 좇을",火
례,隸,17,水,(예)붙을,火
례,鱧,24,水,(예)가물치,火
례,例,8,火,"법식, 보기",火
례,禮,18,木,"예도, 인사",火
례,礼,6,木,예도,火
례,澧,17,水,강이름,火
례,醴,20,金,"단술, 달",火
로,路,13,土,"길, 중요할",火
로,露,20,水,"이슬, 젖을",火
로,老,6,土,"늙을, 어른",火
로,勞,12,火,"일할, 힘쓸",火
로,爐,20,火,"화로, 향로",火
로,魯,15,水,"둔할, 미련할",火
로,盧,16,水,"姓,검을,밥그릇,화로",火
로,鷺,23,火,"해오라기, 백로",火
로,櫓,19,木,"방패, 노",火
로,潞,17,水,강이름,火
로,瀘,20,水,강이름,火
로,璐,18,金,(노)아름다운 옥,火
로,櫨,20,木,(노)두공,火
로,蕗,19,木,(노)감초,火
로,瓐,21,金,(노)비취옥,火
로,澇,16,水,(노)큰 물결,火
로,潦,16,水,"(료·요)큰비, 장마",火
로,嚧,19,水,웃을,火
로,擄,17,木,노략질할,火
로,蘆,22,木,"갈대, 무",火
로,輅,13,火,수레,火
로,㯝,16,木,오동나무,火
로,鏴,20,金,(노)금길,火
로,擄,17,木,노략질할,火
로,撈,16,木,"잡을, 건져낼",火
로,壚,19,土,(노)흑토(옥토),火
로,滷,15,水,(노)소금밭,火
로,玈,11,水,(노)검을,火
로,癆,17,水,(노)중독,火
로,窂,9,水,"(노)우리, 감옥",火
로,鸕,27,火,(노)가마우지,火
로,艪,21,木,"(노)배 젓는 막대기, 노",火
로,艫,22,木,(노)뱃머리,火
로,轤,23,火,(노)도르래,火
로,鐪,21,金,(노)아교 그릇,火
로,鑪,24,金,(노)화로,火
로,顱,25,火,(노)머리뼈,火
로,髗,26,金,(노)머리뼈,火
로,鱸,27,水,(노)농어,火
로,虜,13,木,"포로, 종",火
록,祿,13,木,"녹봉, 행복",火
록,錄,16,金,"기록할, 문서",火
록,綠,14,木,초록빛,火
록,鹿,11,土,"사슴, 곳집",火
록,彔,8,火,"근본, 나무깎을",火
록,碌,13,金,돌모양,火
록,菉,14,木,"조개풀, 기록할",火
록,麓,19,土,산기슭,火
록,淥,12,水,"(녹)거를, 밭을",火
록,漉,15,水,"(녹)거를, 밭을",火
록,簏,17,木,(녹)대 상자,火
록,轆,18,火,(녹)도르래,火
록,騄,18,火,(녹)말의 이름,火
론,論,15,金,"말할, 고할",火
롱,瀧,20,水,"비올, 여울",火
롱,瓏,21,金,"옥소리, 바람소리",火
롱,籠,22,木,"대그릇, 삼태기",火
롱,壟,19,土,"언덕, 무덤",火
롱,朧,20,水,흐릿할,火
롱,聾,22,火,"귀머거리, 어리석을",火
롱,弄,7,金,"희롱할, 가지고 놀",火
롱,儱,18,火,(농)미숙한 모양,火
롱,攏,20,木,(농)누를,火
롱,曨,20,火,"(농)어스레할, 동틀",火
롱,礱,21,金,(농)숫돌에 갈,火
롱,蘢,22,木,(농)개여뀌,火
롱,隴,24,土,"(농)고개이름, 언덕",火
뢰,纇,21,木,(뇌)실마리,火
뢰,罍,21,土,(뇌)술독,火
뢰,蕾,19,木,(뇌)꽃봉오리,火
뢰,誄,13,金,(뇌)애도할,火
뢰,酹,14,金,(뇌)부을,火
뢰,雷,13,水,"姓,천둥,우레",火
뢰,賴,16,金,"힘입을, 의뢰할",火
뢰,耒,6,土,(뇌)쟁기,火
뢰,頼,16,火,"힘입을, 의뢰할",火
뢰,瀨,20,水,"여울, 급류",火
뢰,儡,17,火,"영락할, 피로할",火
뢰,牢,7,土,"우리, 둘러쌀",火
뢰,磊,15,金,돌무더기,火
뢰,賂,13,金,"뇌물, 재화",火
뢰,賚,15,金,"줄, 하사품",火
뢰,攂,19,木,"(뇌)갈, 문지를",火
뢰,礌,18,金,(뇌)바위,火
뢰,礧,20,金,(뇌)바위,火
뢰,籟,22,木,(뇌)세 구멍 퉁소,火
료,料,10,火,"될, 헤아릴",火
료,了,2,金,"마칠, 깨달음",火
료,僚,14,火,"벗, 동관",火
료,遼,19,土,"멀, 늦출",火
료,寮,15,木,동료,火
료,燎,16,火,"밝을, 비출",火
료,瞭,17,木,"밝을, 멀",火
료,聊,11,火,"귀울, 의지할",火
료,蓼,17,木,"여뀌, 나라이름",火
료,療,17,水,병고칠,火
료,寥,14,木,"공허할, 나라이름",火
료,嘹,15,水,(요)울음소리,火
료,嫽,15,土,(요)예쁠,火
료,撩,16,木,(요)다스릴,火
료,暸,16,火,(요)밝을,火
료,潦,16,水,"(요)큰비, 장마",火
료,獠,16,土,(요)밤 사냥,火
료,繚,18,木,(요)감길,火
료,膋,16,水,(요)발기름,火
료,醪,18,金,(요)막걸리,火
료,鐐,20,金,(요)은,火
료,飂,20,木,(요)바람소리,火
료,飉,21,木,"(요)바람, 산들바람",火
룡,龍,16,土,"姓,용,임금",火
룡,竜,10,金,"용, 임금",火
룡,龒,21,土,"용, 임금",火
루,漯,15,水,물 이름,火
루,累,11,木,"묶을, 누끼칠",火
루,樓,15,木,"다락, 포갤",火
루,屢,14,水,"여러, 번거로울",火
루,淚,12,水,눈물 흘릴,火
루,漏,15,水,"샐, 스며들",火
루,僂,13,火,구부릴,火
루,嘍,14,水,시끄러울,火
루,螻,17,水,땅강아지,火
루,髏,21,金,해골,火
루,陋,14,土,장소 좁을,火
루,褸,17,木,남루할,火
루,瘻,16,水,"부스럼, 혹",火
루,壘,18,土,쌓을,火
루,婁,11,土,"별이름, 거둘",火
루,縷,17,木,"실, 명주",火
루,蔞,17,木,"쑥,풀 자란 모양",火
루,鏤,19,金,아로새길,火
루,慺,15,火,(누)정성스러울,火
루,耬,17,土,(누)밭갈,火
루,熡,15,火,(누)불꽃,火
루,嶁,14,土,(누)봉우리,火
루,漊,15,水,(누)지적지적할,火
루,謱,18,金,(누)곡진할,火
류,柳,9,木,"姓,버들",火
류,留,10,土,"머무를, 더딜",火
류,流,11,水,"흐를, 구할",火
류,類,19,火,"착할, 나눌",火
류,琉,12,金,유리,火
류,劉,15,金,"姓,이길,칼",火
류,瑠,15,金,유리,火
류,硫,12,金,유황,火
류,旒,13,土,깃발,火
류,榴,14,木,석류나무,火
류,溜,14,水,"방울져 떨어질, 여울",火
류,瀏,19,水,맑을,火
류,謬,18,金,"그릇될, 어긋날",火
류,瘤,15,水,혹,火
류,橊,16,木,(유)석류나무,火
류,縲,17,木,(유)포승,火
류,纍,21,木,(유)맬,火
류,遛,17,土,(유)머무를,火
류,鶹,21,火,(유)올빼미,火
륙,六,6,土,여섯,火
륙,陸,16,土,"육지, 뭍",火
륙,戮,15,金,"죽일, 형벌",火
륙,勠,13,土,합할,火
륜,淪,12,水,"물놀이, 잔물결",火
륜,錀,16,金,"금, 금색",火
륜,掄,12,木,(윤)가릴,火
륜,倫,10,火,"인륜, 무리",火
륜,輪,15,火,"바퀴, 수레",火
륜,侖,8,火,"둥글, 생각할",火
륜,崙,11,土,산이름,火
륜,綸,14,木,"낚싯줄, 실",火
륜,圇,11,水,(윤)완전할,火
률,律,9,火,"姓,법",火
률,栗,10,木,"밤, 공손할",火
률,率,11,火,"헤아릴, (주)장수, (솔)거느릴",火
률,瑮,15,金,(율)옥무늬,火
률,𥠲,15,木,(율)볏가리,火
률,嵂,12,土,가파를,火
률,慄,14,火,"두려워할, 떨",火
률,溧,14,水,(율)강이름,火
륭,隆,17,土,"성할, 높을",火
륭,㦕,16,火,(융)뜻,火
륭,癃,17,水,(율)느른할,火
륭,窿,17,水,(율)활꼴,火
륵,勒,11,金,"굴레, 재갈",火
륵,肋,8,水,"갈비, 힘줄",火
륵,泐,9,水,(늑)돌 갈라질,火
름,廩,16,木,"곳집, 녹미",火
름,菻,14,木,"(름)쑥, 나라이름",火
름,凜,15,水,의젓할,火
름,澟,17,水,(늠)서늘할,火
릉,陵,16,土,"큰언덕, 넘을",火
릉,綾,14,木,비단,火
릉,菱,14,木,"마름, 모날",火
릉,凌,10,水,"능가할, 깔볼",火
릉,楞,13,木,모,火
릉,稜,13,木,"서슬, 모서리",火
릉,倰,10,火,(능)속일,火
릉,蔆,17,木,(능)마름,火
리,悧,11,火,똑똑할,火
리,厘,9,土,다스릴,火
리,唎,10,水,가는 소리,火
리,浬,11,水,해리,火
리,釐,18,土,다스릴,火
리,犁,12,土,밭갈,火
리,𢻠,16,木,(이)바를,火
리,犂,12,土,(이)밭갈,火
리,摛,15,木,"(이)퍼질, 알릴",火
리,鯉,18,水,잉어,火
리,裏,13,木,"속, 내부",火
리,裡,13,木,"속, 내부",火
리,離,19,火,"베풀, 걸릴",火
리,哩,10,土,(이)어조사,火
리,莅,13,木,(이)다다를,火
리,灕,23,水,(이)물 이름,火
리,邐,26,土,(이)이어질,火
리,魑,21,火,(이)도깨비,火
리,黐,23,木,(이)끈끈이,火
리,漓,14,水,(이)스며들,火
리,离,11,火,베풀,火
리,利,7,金,"길할, 좋을",火
리,里,7,土,"마을, 이웃",火
리,理,12,金,"다스릴, 성품",火
리,梨,11,木,"배, 배나무",火
리,李,7,木,"姓,오얏",火
리,吏,6,水,"아전,관리,벼슬,다스릴",火
리,俐,9,火,"똑똑할,영리할",火
리,履,15,木,"신, 밟을",火
리,涖,11,水,"물소리, 임할",火
리,俚,9,火,"속될, 상말",火
리,璃,16,金,"유리, 구슬이름",火
리,莉,13,木,말리나무,火
리,狸,11,土,"살쾡이, 너구리",火
리,痢,12,水,"설사, 이질",火
리,籬,25,木,울타리,火
리,罹,17,木,근심,火
리,羸,19,土,"여윌, 약할",火
리,剺,13,金,"(이)벗길, 칼로 벨",火
리,嫠,14,土,(이)과부,火
리,蜊,13,水,(이)참조개,火
리,螭,17,水,(이)교룡,火
리,貍,14,水,"(이)삵, 살쾡이",火
린,獜,16,土,(인)튼튼할,火
린,橉,16,木,(인)나무이름,火
린,粼,14,木,(인)물 맑을,火
린,繗,18,木,(인)이을,火
린,粦,12,木,(인)도깨비 불,火
린,䗲,18,水,(인)반딧불,火
린,暽,16,火,(인)사람이름,火
린,焛,12,火,(인)불꽃,火
린,斴,16,金,(인)물소리,火
린,瞵,17,木,(인)눈 빛,火
린,嶙,15,土,(인)가파를,火
린,驎,22,火,(인)얼룩말,火
린,躙,23,土,(인)짓밟을,火
린,轔,19,火,(인)수레 소리,火
린,麟,17,土,암기린,火
린,燐,16,火,"도깨비불, 반딧불",火
린,鱗,23,水,"비늘, 물고기",火
린,躪,27,土,"유린할, 짓밟을",火
린,吝,7,水,"아낄, 탐할",火
린,鄰,19,土,이웃,火
린,隣,20,土,이웃,火
린,潾,16,水,"맑을, 석간수",火
린,璘,17,金,"옥빛, 옥무늬",火
린,麟,23,土,기린,火
린,撛,16,木,구원할,火
린,悋,11,火,(인)아낄,火
린,磷,17,金,(인)물 흐르는 모양,火
린,鏻,20,金,굳셀,火
린,藺,22,木,"골풀, 조약돌",火
림,林,8,木,"姓,수풀",火
림,棽,12,木,무성할,火
림,琳,13,金,아름다운옥,火
림,淋,12,水,"물뿌릴, 장마",火
림,碄,13,金,(임)깊을,火
림,晽,12,火,(임)알고자 할,火
림,玪,9,金,(임)옥,火
림,臨,17,火,"임할, 다스릴",火
림,霖,16,水,장마,火
림,痳,13,水,(임)임질,火
립,立,5,金,"설, 세울",火
립,笠,11,木,"삿갓, 땅이름",火
립,粒,11,木,"낟알, 쌀알",火
립,砬,10,金,돌소리,火
립,岦,8,土,산 우뚝할,火
마,螞,16,水,말거머리,水
마,蟇,17,水,두꺼비,水
마,魔,21,火,"마귀, 악마",水
마,痲,13,水,"저릴, 홍역",水
마,馬,10,火,"姓,말",水
마,麻,11,木,"姓,마,삼베",水
마,瑪,15,金,옥돌이름,水
마,媽,13,土,어머,水
마,摩,15,木,"갈, 문지를",水
마,碼,15,金,저울추,水
마,麽,14,木,작을,水
마,麿,16,金,"갈, 숫돌에 갈",水
마,劘,21,金,깎을,水
막,莫,13,木,"없을, (모)저물",水
막,幕,14,木,"장막, 군막",水
막,漠,15,水,"사막, 조용할",水
막,寞,14,木,쓸쓸할,水
막,膜,17,水,어루만질,水
막,邈,21,土,"멀, 경멸할",水
막,瞙,16,火,(눈이)흐릴,水
막,鏌,19,金,칼 이름,水
만,万,3,木,일만,水
만,曼,11,土,"길게끌, 길",水
만,萬,15,木,"姓,일만,많을",水
만,晩,11,火,"저물, 늦을",水
만,卍,6,火,만자,水
만,娩,10,土,"해산할, 순박할",水
만,挽,11,木,"당길, 말릴",水
만,灣,26,水,물굽이,水
만,饅,20,水,만두,水
만,輓,14,火,수레끌,水
만,滿,15,水,"姓,찰,가득할",水
만,蔓,17,木,"넝쿨, 뻗어나갈",水
만,鏋,19,金,"금, 금정기",水
만,墁,14,土,흙손,水
만,幔,14,木,막,水
만,縵,17,木,무늬없는 비단,水
만,謾,18,金,속일,水
만,蹣,18,土,넘다,水
만,鏝,19,金,흙손,水
만,鬘,21,火,머리의 장식,水
만,鰻,22,水,뱀장어,水
만,瞞,16,木,속일,水
만,巒,22,土,뫼,水
만,彎,22,火,"굽을, 당길",水
만,慢,15,火,게으를 만,水
만,漫,15,水,"질펀할, 넘칠",水
만,蠻,25,水,"오랑캐, 야만",水
만,嫚,14,土,업신여길,水
말,抹,9,木,"바를, 칠할",水
말,沫,9,水,"거품, 물방울",水
말,襪,21,木,버선,水
말,靺,14,金,북방종족이름,水
말,唜,10,水,끝,水
말,帕,8,木,머리띠,水
말,秣,10,木,꼴,水
말,末,5,木,"끝, 다할",水
말,茉,11,木,말리나무,水
망,望,11,水,"바랄, 원할",水
망,忙,7,火,"바쁠, 조급할",水
망,忘,7,火,"잊을, 다할",水
망,網,14,木,"그물, 규칙",水
망,芒,9,木,"털끝, 바늘",水
망,莽,12,木,"우거질, 잡초",水
망,漭,15,水,넓을,水
망,輞,15,火,바퀴테,水
망,邙,10,土,"산이름, 고을이름",水
망,茫,12,木,"아득할, 망망할",水
망,罔,9,木,"그물, 잡을",水
망,妄,6,土,"허망할, 거짓",水
망,亡,3,水,"죽일, 망할",水
망,惘,12,火,멍할,水
망,汒,7,水,황급할,水
망,魍,18,火,도깨비,水
매,玫,9,金,"매괴, 붉은 옥이름",水
매,眛,10,火,(눈이)어두울,水
매,酶,14,金,술밑,水
매,霉,15,水,곰팡이,水
매,每,7,土,"매양, 각각",水
매,買,12,金,"姓,살",水
매,賣,15,金,팔,水
매,妹,8,土,"누이, 소녀",水
매,梅,11,木,"姓,매화나무",水
매,苺,11,木,딸기,水
매,楳,13,木,매화나무,水
매,沬,9,水,땅이름,水
매,莓,13,木,나무딸기,水
매,埋,10,土,"묻을, 메울",水
매,媒,12,土,"중매할, 매개할",水
매,昧,9,火,"새벽, 동틀무렵",水
매,枚,8,木,"줄기, 채찍",水
매,煤,13,火,"그을음, 먹",水
매,罵,16,火,"욕할, 꾸짖을",水
매,邁,20,土,"갈, 떠날",水
매,魅,15,火,"도깨비, 미혹할",水
매,寐,12,木,"잠잘, 죽을",水
매,呆,7,水,어리석을,水
맥,麥,11,木,"보리, 매장할",水
맥,脈,12,水,"맥, 줄기",水
맥,貊,13,水,"고요할, 맹수이름, 북방종족이름",水
맥,陌,14,土,"두렁, 경계, 길",水
맥,驀,21,火,"말탈, 뛰어넘을",水
맥,貃,12,水,맥국(북방종족),水
맥,貘,18,水,짐승이름,水
맹,孟,8,水,"姓,맏이,힘쓸",水
맹,猛,12,土,"사나울, 용감할",水
맹,盟,13,土,"맹세할, 약속할",水
맹,萌,14,木,"싹, 비롯할",水
맹,氓,8,火,백성,水
맹,甍,16,土,용마루,水
맹,甿,8,土,백성,水
맹,虻,9,水,등에(곤충),水
맹,盲,8,木,"소경, 눈멀",水
멱,覓,11,火,"찾을, 곁눈질",水
멱,冪,16,土,"덮을, 막",水
멱,幎,13,木,덮을,水
면,綿,14,木,"이을,솜",水
면,棉,12,木,목화나무,水
면,免,7,木,"면할, 해직할",水
면,勉,9,金,"힘쓸, 부지런할",水
면,面,9,火,"낯, 얼굴",水
면,沔,8,水,"씻을, 물흐를",水
면,緬,15,木,"가는 실, 멀",水
면,麵,20,木,밀가루,水
면,麪,15,木,밀가루,水
면,冕,11,火,면류관,水
면,俛,9,火,힘쓸,水
면,湎,13,水,빠질,水
면,緜,15,木,햇솜,水
면,眄,9,木,애꾸눈,水
면,眠,10,木,"잠잘, 쉴",水
멸,滅,14,水,"멸망할, 제거할",水
멸,蔑,17,木,"업신여길, 버릴",水
멸,篾,17,木,대껍질,水
멸,衊,21,水,업신여길,水
명,銘,14,金,"새길, 기록할",水
명,名,6,水,"이름, 이름날",水
명,命,8,水,"목숨, 운",水
명,明,8,火,"姓,밝을",水
명,眀,9,木,볼,水
명,洺,10,水,"명수, 물이름",水
명,慏,14,火,너그러울,水
명,酩,13,金,술취할,水
명,茗,12,木,차싹,水
명,蓂,16,木,"명협풀, 약초이름",水
명,皿,5,土,그릇,水
명,䳟,19,火,"초명, 새이름",水
명,瞑,15,木,"눈감을, 소경",水
명,螟,16,水,"마디충, 해충",水
명,暝,14,火,어두울,水
명,椧,12,木,홈통,水
명,鳴,14,火,"울, 새울음",水
명,冥,10,木,"어두울, 아득할",水
명,溟,14,水,"어두울, 바다",水
몌,袂,10,木,소매,水
모,模,15,木,"법, 본보기",水
모,牡,7,土,"수컷, 왼쪽",水
모,侮,9,火,"업신여길, 깔볼",水
모,矛,5,金,"창, 모순될",水
모,貌,14,水,"얼굴, 다스릴",水
모,冒,9,水,"무릅쓸, 가릴",水
모,募,13,土,"모을, 부를",水
모,瑁,14,金,서옥,水
모,芼,10,木,풀우거질,水
모,橅,16,木,"법칙, 규범",水
모,慕,15,火,"사모할, 생각할",水
모,母,5,土,"어미, 유모",水
모,毛,4,火,"姓,털",水
모,暮,15,火,"저녁, 해질",水
모,某,9,木,"아무, 아무개",水
모,謨,18,金,"꾀할, 논할",水
모,摸,15,木,"본뜰, 찾을",水
모,牟,6,土,"姓,클,보리",水
모,軞,11,火,병거,水
모,慔,15,火,힘쓸,水
모,謀,16,金,"꾀, 계책",水
모,姆,8,土,"여스승, 맏동서",水
모,帽,12,木,모자,水
모,眸,11,木,"눈동자, 자세히 볼",水
모,茅,11,木,띠,水
모,耗,10,木,"줄일, 없앨",水
모,摹,15,木,"베낄, 본뜰",水
목,木,4,木,"姓,목",水
목,睦,13,木,"姓,화목할,공손할",水
목,穆,16,木,"공경할, 화할",水
목,目,5,木,"눈, 볼",水
목,牧,8,土,"기를, 칠, 목장",水
목,沐,8,水,"머리감을, 다스릴",水
목,鶩,20,火,집오리,水
목,苜,11,木,거여목,水
몰,沒,8,水,"잠길, 죽을",水
몰,歿,8,水,"죽을, 끝낼",水
몽,夢,14,木,"꿈, 환상",水
몽,蒙,16,木,"어릴, 기운",水
몽,䑃,20,水,"풍부할, 큰모양",水
몽,幪,17,木,덮을,水
몽,懞,18,火,마음이 어두울,水
몽,曚,18,火,어두울,水
몽,溕,14,水,이슬비,水
몽,濛,18,水,가랑비 올,水
몽,瞢,16,火,(눈이)어두울,水
몽,矇,19,火,"청맹과니, 소경",水
몽,艨,20,木,싸움배,水
몽,雺,13,水,안개,水
몽,鸏,25,火,물새 새끼,水
묘,藐,20,木,"멀, 어두울",水
묘,貓,16,水,고양이,水
묘,墓,14,土,"무덤, 묘지",水
묘,畝,10,土,(무)밭이랑,水
묘,描,13,木,"그릴, 본뜰",水
묘,錨,17,金,"姓,닻",水
묘,卯,5,木,"토끼,무성할",水
묘,妙,7,土,"묘할, 예쁠",水
묘,苗,11,木,"모, 싹, 이을",水
묘,廟,15,木,사당,水
묘,昴,9,火,별자리이름,水
묘,竗,9,金,"묘할, 예쁠",水
묘,杳,8,木,"어두울, 멀",水
묘,渺,13,水,"아득할, 작을",水
묘,描,13,土,고양이,水
묘,淼,12,水,"물이 아득할, 넓은 물",水
묘,眇,9,火,애꾸눈,水
무,戊,5,土,"천간, 무성할",水
무,茂,11,木,"풀우거질, 힘쓸",水
무,武,8,土,"건장할, 굳셀",水
무,霧,19,水,"안개, 어두울",水
무,珷,13,金,옥돌이름,水
무,務,11,土,"힘쓸, 일",水
무,無,12,火,"없을, 아닐",水
무,无,4,水,"없을, 아닐",水
무,舞,14,木,"춤, 춤출",水
무,貿,12,金,"바꿀, 무역",水
무,橅,16,木,"법칙, 규범",水
무,廡,15,木,집,水
무,拇,9,木,엄지손가락,水
무,畝,10,土,(묘)밭이랑,水
무,撫,16,木,"어루만질, 누를",水
무,懋,17,火,"힘쓸, 노력할",水
무,楙,13,木,"무성할, 아름대울",水
무,堥,12,土,언덕,水
무,匣,7,木,작은 상자,水
무,蕪,18,木,거칠어질,水
무,毋,4,土,"없을, 아니",水
무,誣,14,金,"무고할, 깔볼",水
무,鵡,19,火,앵무새,水
무,巫,7,火,"무당, 의사",水
무,憮,16,火,어루만질,水
무,儛,16,火,춤출,水
무,嘸,15,土,분명하지 않을,水
무,膴,18,水,"포, 포육",水
무,騖,19,火,달릴,水
무,繆,17,木,"삼(麻)열단, 묶을",水
묵,墨,15,土,"姓,먹,검을",水
묵,黙,16,水,"잠잠할, 조용할",水
묵,嘿,15,水,고요할,水
문,璊,16,金,붉은 옷,水
문,玧,9,金,붉은 구슬(윤),水
문,抆,8,木,닦을,水
문,們,10,火,"들, 무리",水
문,吻,7,水,"입술, 입가",水
문,雯,12,水,구름무늬,水
문,紊,10,木,어지러울,水
문,蚊,10,水,모기,水
문,刎,6,金,"끊을, 자를",水
