KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
오,旿,8,"밝을, 대낮",火,土
오,晤,11,"밝을, 만날",火,土
오,珸,12,"옥돌, 옥빛",金,土
오,梧,11,벽오동나무,木,土
오,俉,9,맞이할,火,土
오,燠,17,"따뜻할, 위로할",火,土
오,䫨,20,높고 클,火,土
오,塢,13,"둑, 마을",土,土
오,墺,16,"물가, 육지",土,土
오,澳,17,깊을,水,土
오,鏊,19,번철,金,土
오,隩,20,물굽이,土,土
오,鼯,20,날다람쥐,木,土
오,誤,14,"그릇될, 잘못할",金,土
오,汚,7,"더러울, 추잡할",水,土
오,嗚,13,"탄식할, 새소리",水,土
오,傲,13,거만할,火,土
오,惡,12,"미워할, (악)악할",火,土
오,懊,17,"한할, 사랑할",火,土
오,敖,11,"놀, 시끄러울",金,土
오,熬,15,"볶을, 탈",火,土
오,獒,15,"개, 맹견",土,土
오,唔,10,글 읽는 소리,水,土
오,嗷,14,시끄러울,水,土
오,噁,15,(악)미워할,火,土
오,嫯,14,교만할,土,土
오,忤,8,거스를,火,土
오,慠,15,오만할,火,土
오,捂,11,거스를,木,土
오,汙,7,더러울,水,土
오,謷,18,헐뜯을,金,土
오,浯,11,강이름,水,土
오,蜈,13,지네,水,土
오,悟,11,"깨달을, 깨우칠",火,土
오,圬,6,흙손,土,土
오,筽,13,버들고리,木,土
오,驁,21,준마,火,土
오,烏,10,"까마귀, 검을",火,土
오,娛,10,"기쁠, 즐거울",土,土
오,奧,13,"속, 아랫목",木,土
오,筽,13,버들고리,木,土
오,寤,14,"깰, 깨달을",木,土
오,鼇,24,"자라, 큰 거북",水,土
오,鰲,22,자라,水,土
오,仵,6,짝,火,土
오,俣,9,갈래지을,火,土
오,寤,16,부엌,水,土
오,聱,17,듣지 아니할,火,土
오,襖,19,웃옷,木,土
오,迃,11,굽을,土,土
오,迂,11,"만날, 거스를",土,土
오,遨,18,놀,土,土
오,鏖,19,오살할,金,土
옥,沃,8,"윤택할, 물댈",水,土
옥,鈺,13,"보배, 보물",金,土
옥,玉,5,"姓,옥,구슬",金,土
옥,屋,9,"집, 주거",木,土
옥,獄,14,"옥, 감옥",土,土
온,薀,19,붕어마름,木,土
온,縕,16,"헌솜, 풍부할",木,土
온,䭓,19,보리 먹을,水,土
온,瘟,15,"염병, 괴로울",水,土
온,慍,14,성낼,火,土
온,韞,19,감출,金,土
온,昷,9,어질,火,土
온,𥠺,15,번성할,木,土
온,溫,14,"姓,따뜻할,온화할",水,土
온,蘊,22,"姓,쌓을,저축할",木,土
온,瑥,15,사람이름,金,土
온,穩,19,"평온할, 곡식 걷어모을",木,土
온,榲,14,기둥,木,土
온,馧,19,향기로울,木,土
온,㒚,16,안온할(기댈 은),火,土
온,氳,14,기운어릴,水,土
온,熅,14,숯불,火,土
온,轀,17,수레,火,土
온,醞,17,빚을,金,土
온,媼,13,"할미, 어머니",土,土
온,媪,12,할머니,土,土
올,兀,3,우뚝할,木,土
올,杌,7,나무 그루터기,木,土
올,嗢,13,목멜,水,土
올,膃,16,살찔,水,土
옹,邕,10,"화할, 화목할",土,土
옹,饔,22,"아침, 조반",水,土
옹,雍,13,"姓,온화할,누그러질",火,土
옹,擁,17,"안을, 가릴",木,土
옹,瓮,9,"독, 항아리",土,土
옹,甕,18,"독, 단지",土,土
옹,壅,16,"막을, 북돋을",土,土
옹,廱,21,학교,木,土
옹,滃,14,구름 일,水,土
옹,禺,9,땅이름,土,土
옹,罋,19,항아리,土,土
옹,蓊,16,장다리,木,土
옹,雝,18,화락할,火,土
옹,顒,18,엄숙할,火,土
옹,翁,10,"늙은이, 아비",火,土
옹,癰,23,"악창, 등창",水,土
옹,喁,12,벌름거릴,水,土
옹,癕,18,악창,水,土
와,哇,9,"토할, (규)노래할",水,土
와,洼,10,웅덩이,水,土
와,猧,13,발바리,土,土
와,譌,19,잘못될,金,土
와,瓦,5,"기와, 질그릇",土,土
와,臥,8,"누울, 쉴",火,土
와,渦,12,소용돌이,水,土
와,窩,14,"움집, 굴",水,土
와,囮,7,후림새,水,土
와,婐,11,날씬할,土,土
와,枙,8,옹이,木,土
와,窊,10,우묵할,水,土
와,萵,15,상추,木,土
와,娃,9,예쁠(왜),土,土
와,窪,14,"웅덩이, 맑은 물",水,土
와,蝸,15,"달팽이, 고둥",水,土
와,蛙,12,"개구리, 음란할",水,土
와,訛,11,"그릇될, 속일",金,土
완,完,7,"완전할, 지킬",木,土
완,妧,7,아리따울,土,土
완,岏,7,산뾰족할,土,土
완,玩,9,"놀, 익힐",金,土
완,垸,10,"바를, 둑",土,土
완,浣,11,"씻을, 열흘사이",水,土
완,莞,13,"왕골, 자리",木,土
완,琓,12,"서옥, 옥이름",金,土
완,梡,11,도마,木,土
완,緩,15,"느릴, 느슨할",木,土
완,琬,13,"홀, 아름다운 옥",金,土
완,鋺,16,저울바탕,金,土
완,婠,11,"예쁠, 몸맵시",土,土
완,婉,11,"순할, 예쁠",土,土
완,椀,12,"주발, 그릇",木,土
완,碗,13,주발,金,土
완,豌,15,완두,火,土
완,阮,12,"관문이름, 월금",土,土
완,頑,13,"완고할, 무딜",火,土
완,涴,12,물 굽이쳐 흐를,水,土
완,翫,15,"가지고 놀, 기뻐할",火,土
완,宛,8,"굽을, 마치",木,土
완,刓,6,깎을,金,土
완,輐,14,둥글,火,土
완,惋,12,한탄할,火,土
완,盌,10,주발,土,土
완,抏,8,꺾을,木,土
완,脘,13,"위, 밥통",水,土
완,腕,14,"팔, 팔뚝",水,土
완,忨,8,희롱할,火,土
완,杬,8,어루만질완,木,土
왈,曰,4,"가로, 일컬을",火,土
왕,王,4,"姓,임금,제후",金,土
왕,往,8,"갈, 이따금",火,土
왕,旺,8,"왕성할, 고울",火,土
왕,汪,8,"못, 넓을",水,土
왕,枉,8,"굽을, 굽힐",木,土
왕,瀇,19,(황)깊을,水,土
왕,迬,12,갈,土,土
왜,娃,9,예쁠,土,土
왜,倭,10,"순할, 왜국",火,土
왜,歪,9,"삐뚤, 기울",土,土
왜,矮,13,"키 작을, 짧게 할",金,土
왜,媧,12,사람 이름,土,土
외,猥,13,"함부로, 뒤섞일",土,土
외,嵬,13,높을,土,土
외,巍,21,높고 큰 모양,土,土
외,外,5,"바깥, 겉",火,土
외,畏,9,"두려울, 겁낼",土,土
외,偎,11,가까이할,火,土
외,隗,18,"姓,높을",土,土
외,嵔,12,꾸불꾸불할,土,土
외,崴,12,"높을, (위)산모양",土,土
외,渨,13,"빠질, (위)흐릴",水,土
외,煨,13,묻은 불,火,土
외,碨,14,(우)돌 우툴투툴할,金,土
외,磈,15,돌,金,土
외,聵,18,귀머거리,火,土
요,夭,4,"어릴, 젊을",水,土
요,曜,18,"요일, 해비칠",火,土
요,耀,20,빛날,火,土
요,妖,7,아리따울,土,土
요,暚,14,햇빛,火,土
요,嶢,15,높을,土,土
요,耀,18,빛날,火,土
요,窯,15,"가마, 도기",水,土
요,繇,17,"역사, 따를",木,土
요,繞,18,"두를, 둘러쌀",木,土
요,姚,9,"예쁠, 멀리",土,土
요,僥,14,"바랄, 요행",火,土
요,凹,5,오목할,火,土
요,邀,20,"맞을, 부를",土,土
요,要,9,"姓,구할,중요할",金,土
요,瑤,15,아름다운 옥,金,土
요,窈,10,"그윽할, 고상할",水,土
요,謠,17,"노래, 풍설",金,土
요,饒,21,"넉넉할, 배불리 먹을",水,土
요,樂,15,"좋아할, (악)풍류",木,土
요,料,10,"(료)셀, 헤아릴",火,土
요,偠,11,날씬할,火,土
요,堯,12,"姓,높을,요임금",土,土
요,墝,15,메마른 땅,土,土
요,嬈,15,번거로울,土,土
요,幺,3,작을,水,土
요,徭,13,역사,火,土
요,徼,16,돌,火,土
요,澆,16,물댈,水,土
요,蕘,18,땔나무,木,土
요,遶,19,두를,土,土
요,嫽,15,(료)예쁠,土,土
요,撩,16,(료)다스릴,木,土
요,暸,16,(료)밝을,火,土
요,潦,16,(료)큰비,水,土
요,醪,18,(료)막걸리,金,土
요,鐐,20,(료)은,金,土
요,飂,20,(료)높은 바람,木,土
요,飉,21,(료)산들 바람,木,土
요,拗,9,"꺾을, 비틀",木,土
요,擾,19,"어지러울, 흐려질",木,土
요,橈,16,"굽힐, 꺾일",木,土
요,約,9,부절(맺을 약),木,土
요,腰,15,허리,水,土
요,搖,14,"움직일, 별이름",木,土
요,遙,17,"멀, 노닐",土,土
요,了,2,"(료)마칠, 깨달을",金,土
요,僚,14,"(료)동료, 벼슬아치",火,土
요,喓,12,벌레 소리,水,土
요,殀,8,일찍 죽을,水,土
요,祅,9,재앙,木,土
요,窅,10,움펑눈,水,土
요,鷂,21,새매,火,土
요,嘹,15,(료)울다,水,土
요,獠,16,(료)밤 사냥,土,土
요,繚,18,(료)감길,木,土
요,膋,16,(료)발기름,水,土
요,蟯,18,"요충, 기생충",水,土
욕,辱,10,"욕될,굽힐",土,土
욕,欲,11,"하고자 할, 원할",木,土
욕,浴,11,"목욕, 깨끗이할",水,土
욕,縟,16,"무늬, 채색",木,土
욕,褥,16,"요, 침구",木,土
욕,溽,14,젖을,水,土
욕,蓐,16,깔개,木,土
욕,欲,15,"욕심, 욕정",火,土
용,用,5,"쓸, 행할",水,土
용,容,10,"얼굴, 모양",木,土
용,傛,12,익숙할,火,土
용,庸,11,"떳떳할, 항상",木,土
용,涌,11,샘솟을,水,土
용,湧,13,샘솟을,水,土
용,溶,14,"흐를, 녹일",水,土
용,勇,7,"길, 솟을",水,土
용,鎔,18,"녹일, 거푸집",金,土
용,熔,14,녹일,火,土
용,瑢,15,패옥소리,金,土
용,榕,14,목나무,木,土
용,槦,15,나무이름,木,土
용,埇,10,"길 돋울, 골목길",土,土
용,鏞,19,큰쇠북,金,土
용,蓉,16,"연꽃, 나무연꽃",木,土
용,勇,9,"날랠, 용기",土,土
용,墉,14,"담, 벽",土,土
용,茸,12,"녹용, 뾰죽날",木,土
용,硧,12,"숫돌, (동)갈",金,土
용,舂,11,찧을,土,土
용,踴,16,뛸,土,土
용,冗,4,"무익할, 여가",木,土
용,慂,14,"권할, 억지로 권할",火,土
용,聳,17,"솟을, 삼갈",火,土
용,俑,9,허수아비,火,土
용,傭,13,품팔이,火,土
용,踊,14,"뛸, 춤출",土,土
용,龍,16,"姓,(룡)임금,용",土,土
용,㦶,10,"사나울, 날랠",金,土
용,塎,13,불안한 모양,土,土
용,慵,15,게으를,火,土
용,憃,15,천치,火,土
용,蛹,13,"번데기, 초파리",水,土
용,龒,21,용,土,土
우,瑀,14,옥돌,金,土
우,玗,8,"옥돌, 지명",金,土
우,牛,4,"姓,소,별이름",土,土
우,友,4,"벗, 친구",水,土
우,又,2,"姓,또,용서할",水,土
우,邘,10,땅이름 우,土,土
우,盓,11,물 소용돌이,土,土
우,俁,9,클,火,土
우,扜,7,당길,木,土
우,慪,15,공경할,火,土
우,㥥,13,기뻐할,火,土
우,燠,17,따뜻할,火,土
우,遇,16,"만날, 대접할",土,土
우,羽,6,"깃, 우성",火,土
우,郵,15,"역말, 우편",土,土
우,偶,11,"무리, 짝지을",火,土
우,優,17,"넉넉할, 부드러울",火,土
우,隅,17,"기슭, 모퉁이",土,土
우,釪,11,"바리때, 요령",金,土
우,盂,8,"바리, 사발",金,土
우,禑,14,복,木,土
우,踽,16,외로울,土,土
우,麀,13,암사슴,土,土
우,麌,18,큰사슴,土,土
우,齲,24,충치,金,土
우,迂,10,"길이 멀, 굽을",土,土
우,紆,9,굽을,木,土
우,雩,11,기우제,水,土
우,圩,6,움푹들어갈,土,土
우,憂,15,"근심할, 걱정할",火,土
우,訧,11,허물,金,土
우,吁,6,"탄식할, (유)부를",水,土
우,疣,9,혹,水,土
우,宇,6,"집, 지붕",木,土
우,旴,7,"해돋을, 클",火,土
우,雨,8,"비, 비올",水,土
우,佑,7,"도울, 도움될",火,土
우,祐,10,"도울, 행복",金,土
우,禹,9,"姓,하우씨,펼",土,土
우,芋,9,토란,木,土
우,藕,21,연뿌리,木,土
우,虞,13,헤아릴,木,土
우,䨒,14,물소리,水,土
우,于,3,"姓,어조사,행할",水,土
우,堣,12,땅이름,土,土
우,愚,13,어리석을,火,土
우,尤,4,"더욱, 특히",土,土
우,堣,12,모퉁이,土,土
우,庽,12,부칠,木,土
우,杅,7,사발,木,土
우,竽,9,피리,木,土
우,耦,15,나란히 갈,木,土
우,鍝,17,톱,金,土
우,寓,12,"머무를, 숙소",木,土
